establecimiento_nombre,provincia_nombre,establecimiento_id,localidad_nombre,departamento_nombre,cp
HOSPITAL DE LA MADRE Y EL NIÑO (LA RIOJA) - CAPITAL,LA RIOJA,12460142955303,LA RIOJA,CAPITAL,5300
SERVICIO DE TRSLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CHANCALAY,CÓRDOBA,53140142333782,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO FYL,CÓRDOBA,53140142333783,CORDOBA,CAPITAL,5000
LABORATORIO CENTRAL DE LA PROVINCIA DE CORDOBA,CÓRDOBA,51140142133784,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO ELECTROINGENIERIA S.A,CÓRDOBA,53140142333786,CORDOBA,CAPITAL,5000
CENTRO INTEGRAL DE REHABILITACION ( CIR ),TUCUMÁN,50900842397056,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE DIA ENSUEÑO (D),BUENOS AIRES,52062452307450,ENSENADA,ENSENADA,1925
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO RAC,CÓRDOBA,53140142333291,CORDOBA,CAPITAL,5000
CENTRO EDUCATIVO TERAPEUTICO FUNDACION PUEBLO NUEVO CON INTEGRACION ESCOLAR Y CENTRO DE DIA,CÓRDOBA,50140142333312,CORDOBA,CAPITAL,5000
CENTRO MEDICO ANTU,NEUQUÉN,50580492367256,JUNIN DE LOS ANDES,HUILICHES,8316
CEM CENTRO DE ESPECIALIDADES MEDICAS,NEUQUÉN,50580352367257,NEUQUEN,CONFLUENCIA,8300
GERIATRICO MUNICIPAL HOGAR PARA LA VIDA JUAN PABLO II,CÓRDOBA,15141612233365,VILLA ASCASUBI,TERCERO ARRIBA,5935
CONSONANCIAS,CHUBUT,52260772329391,TRELEW,RAWSON,9100
INSTITUTO DE ASISTENCIA REUMATOLOGICA INTEGRAL I.A.R.I,BUENOS AIRES,50067492307480,SAN FERNANDO,SAN FERNANDO,1646
C.P.A. - CONSULTORIO MEDICO - DR. LABRIN,SANTA CRUZ,51780212383304,RIO GALLEGOS,GÜER AIKE,9400
C.P.A. - CONSULTORIO MEDICO C SERVICIO DE DESNSITOMETRIA  (DR PEREZ VILA),SANTA CRUZ,50780212383314,RIO GALLEGOS,GÜER AIKE,9400
POLICONSULTORIO 1  DE MAYO,SANTA CRUZ,50780212383329,RIO GALLEGOS,GÜER AIKE,9400
MEDICINA LABORAL DR. ZALAZAR (CINAD),SANTA CRUZ,53780212383332,RIO GALLEGOS,GÜER AIKE,9400
VACUNATORIO DE CLINICA Y MATERNIDAD RINCON,NEUQUÉN,53580912367471,RINCON DE LOS SAUCES,PEHUENCHES,8319
ANGELES DE CRISTAL,CHUBUT,53260772329421,TRELEW,RAWSON,9100
CENTRO MEDICO DE LA ASOCIACION MUTUAL DE POLICIA DE SAN MIGUEL DE TUCUMAN,TUCUMÁN,50900842897024,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CAPS LOS LAGOS - NUESTRA SEÑORA DE GUADALUPE,SANTIAGO DEL ESTERO,50860492292895,SANTIAGO DEL ESTERO,CAPITAL,4200
CONSULTORIOS ODONTOLOGICOS DE LOS DRES. ALICIA HORTAL Y NICOLAS CARO,NEUQUÉN,50580352367473,NEUQUEN,CONFLUENCIA,8300
CENTRO ODONTOLOGICO PARELLADA,TUCUMÁN,50900842397030,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO RENAL ALSINA,SANTIAGO DEL ESTERO,52860492392896,SANTIAGO DEL ESTERO,CAPITAL,4200
CENTRO INTEGRAL BUENOS AIRES CIBA,SALTA,52660282373663,SALTA,CAPITAL,4400
INSTITUTO MEDICI CENTRO DE MEDICINA TRANSFUSIONAL Y HEMATOLOGIA,TUCUMÁN,50900842397034,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
G Y R INSTITUTO DE INVESTIGACIONES CLINICAS,TUCUMÁN,50900842397035,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
SERVICIO INTEGRAL DE MEDICINA Y REHABILITACION SIMER,TUCUMÁN,50900702397036,MONTEROS,MONTEROS,4142
SENTIDOS CENTRO DE ATENCION INTEGRAL PEDIATRICO,CHUBUT,52260212329424,COMODORO RIVADAVIA,ESCALANTE,9000
INSTITUTO DE MULTIESTIMULACION PARA ADULTOS IMA TRATAMIENTO AMBULATORIO DE PSICOLOGIA,SAN JUAN,50700282377530,SAN JUAN,CAPITAL,5400
CENTRO DE DIA - FUNDACION ESPIRITU SANTO,TUCUMÁN,50900842396997,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
SERVICIO DE DIAGNOSTICO POR IMAGENES - DIAGNOSTIKAR S.R.L,RÍO NEGRO,51620422370471,ALLEN,GENERAL ROCA,8328
CAPS Nº 4 BRIARDO LLORENTE RUIZ,SAN LUIS,52740562180287,SAN LUIS,LA CAPITAL,5700
HOSPITAL SALVADOR MAZZA (SERVICIO DE APS) (18),JUJUY,50380942150508,TILCARA,TILCARA,4624
LA CAÑADA,LA RIOJA,50460142155302,LA RIOJA,CAPITAL,5300
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO AVANTI,CÓRDOBA,53140142333810,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LAZARO,CÓRDOBA,53140142333818,CORDOBA,CAPITAL,5000
CENTRO DE DIA MI LUGAR,CÓRDOBA,52140142333820,CORDOBA,CAPITAL,5000
HOGAR CON CENTRO DE DIA - FUNDACION OTIUM,CÓRDOBA,52140142333822,CORDOBA,CAPITAL,5000
CENTRO MEDICO PRIVADO CEMAIC,CÓRDOBA,50140142333823,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADOS LA NUEVA,CÓRDOBA,53141822333825,MONTE MAIZ,UNIÓN,2659
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JC,CÓRDOBA,53140212333835,SALSIPUEDES (SALSIPUEDES),COLÓN,5113
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DANIEL,CÓRDOBA,53140142333836,CORDOBA,CAPITAL,5000
MG CONSULTORIOS ODONTOLOGICOS,NEUQUÉN,50580492367481,JUNIN DE LOS ANDES,HUILICHES,8371
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LUPUMA,CÓRDOBA,53140142333922,CORDOBA,CAPITAL,5000
ALUMINE - CENTRO DE DIA CON INTEGRACIONES ESCOLARES,CÓRDOBA,50140142333925,CORDOBA,CAPITAL,5000
REAMED CENTRO DE REHABILITACION MEDICA,CÓRDOBA,50140142333928,CORDOBA,CAPITAL,5000
CENTRO MEDICO CO.IN.SA. CON VACUNATORIO,CÓRDOBA,50140142333930,CORDOBA,CAPITAL,5000
KINEIN CENTRO DE KINESIOLOGIA,TUCUMÁN,50900842397004,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
BANCO DE SANGRE TEJIDOS Y BIOLOGICOS,MISIONES,50540282165207,POSADAS (MUNICIPIO DE POSADAS),CAPITAL,3300
CENTRO DE SALUD ADELINA ESTE,SANTA FE,50820632286537,VILLA ADELINA,LA CAPITAL,3017
CENTRO MEDICO PRIVADO CEDEM SALUD S.A,CÓRDOBA,50140142333444,CORDOBA,CAPITAL,5000
BRIO SALUD,BUENOS AIRES,50068052307504,DON TORCUATO ESTE,TIGRE,1611
GERIATRICO MUNICIPAL CARNERILLO,CÓRDOBA,15140562233738,CARNERILLO,JUÁREZ CELMAN,5805
HOGAR GERIATRICO MUNICIPAL SAN JOAQUIN,CÓRDOBA,15140422233739,AUSONIA,GENERAL SAN MARTÍN,5901
OPTICA  BOUTIQUE,TIERRA DEL FUEGO,53940142395166,USHUAIA,USHUAIA,9410
OPTICA Y CONTACTOLOGIA PUPILENT,TIERRA DEL FUEGO,53940142395167,USHUAIA,USHUAIA,9410
OPTICA IPAUSS,TIERRA DEL FUEGO,53940142795168,USHUAIA,USHUAIA,9410
OPTICA LUTZ FERRANDO,TIERRA DEL FUEGO,53940142395169,USHUAIA,USHUAIA,9410
OPTICA LUTZ FERRANDO 1,TIERRA DEL FUEGO,53940142395170,USHUAIA,USHUAIA,9410
OPTICA Y CONTACTOLOGIA SOCIAL KUANIP,TIERRA DEL FUEGO,53940142395171,USHUAIA,USHUAIA,9410
OPTICA SOCIAL- SHOOPING,TIERRA DEL FUEGO,53940142395172,USHUAIA,USHUAIA,9410
OPTICAS DEL SUR,TIERRA DEL FUEGO,53940142395173,USHUAIA,USHUAIA,9410
CENTRO ODONTOLOGICO INTEGRAL,TUCUMÁN,50900842396983,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE SALUD LA COLONIA RURAL NUEVA ESPERANZA,NEUQUÉN,50580352167439,NEUQUEN,CONFLUENCIA,8300
CENTRO ASISTENCIAL UNIVERSITARIO,BUENOS AIRES,52063712507510,GENERAL SAN MARTÍN,GENERAL SAN MARTÍN,1650
CENTRO TERAPEUTICO NEUQUEN METODO DR. RAVENNA,NEUQUÉN,50580352367441,NEUQUEN,CONFLUENCIA,8300
RESIDENCIA GERIATRICA PRIVADA MI DESCANSO,CÓRDOBA,15140142333481,CORDOBA,CAPITAL,5000
COOPERATIVA DE TRABAJO DIVINO NIÑO LIMITADA,JUJUY,52380142350516,MONTERRICO  (MONTERRICO),EL CARMEN,4608
SERVICIO PRIVADO DE EMERGENCIA AMI S.R.L ( ASISTENCIA MEDICA INTEGRAL),CÓRDOBA,53140912333491,VILLA CARLOS PAZ,PUNILLA,5152
INSTITUTO DE TRATAMIENTO Y REHABILITACION INTEGRAL SANTIAGUEÑO INTRISAN SOCIEDAD DE HECHO,SANTIAGO DEL ESTERO,53860492392889,SANTIAGO DEL ESTERO,CAPITAL,4200
CENTRO MEDICO PRIVADO OSECAC CERRO DE LAS ROSAS,CÓRDOBA,50140142333518,CORDOBA,CAPITAL,5000
PUESTO SANITARIO PARAJE EL SAUCE (POR REMEDIAR),NEUQUÉN,50580982167444,PICUN LEUFU,PICÚN LEUFÚ,8353
MS MEDIC,CÓRDOBA,53141052333553,MONTECRISTO,RÍO PRIMERO,5125
INTERNACION DOMICILIARIA DEL SUR PRIVADA S.A,CÓRDOBA,53140142333554,CORDOBA,CAPITAL,5000
RESIDENCIA GERIATRICA PRIVADA PATIO LUZ,CÓRDOBA,15140142333859,CORDOBA,CAPITAL,5000
CENTRO MEDICO PRIVADO SAN ANDRES,CÓRDOBA,50140142333894,CORDOBA,CAPITAL,5000
CONSULTORIOS MEDICOS NACER EN PATAGONIA SALUD,RÍO NEGRO,51620422370499,CINCO SALTOS,GENERAL ROCA,8303
C.A.P.S. SAN MARTIN - SAN JAVIER,MISIONES,50541052165220,SAN JAVIER,SAN JAVIER,3357
CENTRO DE SALUD N° 52 - BARRIO VILLA URQUIZA,CÓRDOBA,50140142233470,CORDOBA,CAPITAL,5000
CENTRO DE NEFROLOGIA Y HEMODIALISIS TERAPIA ALTERNATIVAS S.C,TUCUMÁN,52900212397045,CONCEPCION,CHICLIGASTA,4146
CENTRO DE INVESTIGACION - EXTENSION Y CAPACITACION ESCUELA KINESIOLOGIA Y FISIOTERAPIA,CÓRDOBA,50140142533753,CORDOBA,CAPITAL,5000
CONSULTORIOS DE KINESIOLOGIA - CREAR CENTRO DE REHABILITACION - PERTENECIENTES A CREAR PATAGONIA S.A,RÍO NEGRO,52620422370496,CINCO SALTOS,GENERAL ROCA,8303
OPTICA DEL INSTITUTO DE SERVICIOS SOCIALES DE TIERRA DEL FUEGO,TIERRA DEL FUEGO,53940072195179,RIO GRANDE,RÍO GRANDE,9420
OPTICA VISIONLAB,TIERRA DEL FUEGO,53940072395182,RIO GRANDE,RÍO GRANDE,9420
DIVISION ASUNTOS JUVENILES - SANTA FE,SANTA FE,50820633286543,SANTA FE,LA CAPITAL,3000
CENTRO MEDICO PRIVADO DE LA ASOCIACION MUTUAL DE EMPLEADOS DE POLICIA DE LA PCIA. DE CORDOBA,CÓRDOBA,50140142333587,CORDOBA,CAPITAL,5000
CENTRO PEDIATRICO DE ALERGIA E INMUNOLOGIA (CEPAI),CÓRDOBA,50140142333586,CORDOBA,CAPITAL,5000
CENTRO DE SALUD DE LA ASOCIACION SINDICAL DE TRABAJADORES DE FARMACIA,CÓRDOBA,50140142333598,CORDOBA,CAPITAL,5000
CENTRO MEDICO EUCLIDES,CÓRDOBA,50141402333599,BRINCKMANN,SAN JUSTO,2419
CENTRO DE NEUROREHABILITACION Y NEUROPSICOLOGIA CNR CORDOBA S.R.L,CÓRDOBA,50140142333631,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 27 - BARRIO PILAR,CÓRDOBA,50140142233660,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 46 - BARRIO SANTA ISABEL,CÓRDOBA,50140142233661,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 26 - BARRIO LA MADRID,CÓRDOBA,50140142233663,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 41 - BARRIO VILLA EL LIBERTADOR,CÓRDOBA,50140142233664,CORDOBA,CAPITAL,5000
CENTRO MEDICO PRIVADO DE FLEBOLOGIA Y LINFOLOGIA,CÓRDOBA,52141822333679,BELL VILLE,UNIÓN,2550
A.PA.N.DO. C.E.T.-,MENDOZA,14500073058912,4A. SECCION,CAPITAL,5500
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO INTEGRAR,CÓRDOBA,53140142333813,CORDOBA,CAPITAL,5000
ASOCIACION NAZARETH CASA ESPERANZA,CÓRDOBA,50140422333832,VILLA MARIA,GENERAL SAN MARTÍN,5900
SERVICIO DE TRASLADO N.S MEDIC,CÓRDOBA,53141192333833,COSTASACATE,RÍO SEGUNDO,5961
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO TRANS-COR,CÓRDOBA,53140142333860,CORDOBA,CAPITAL,5000
HOGAR GERIATRICO VITALIS,CÓRDOBA,15141612333882,RIO TERCERO,TERCERO ARRIBA,5850
CIC LA LOMA (11),JUJUY,50380352150502,LIBERTADOR GENERAL SAN MARTIN,LEDESMA,4512
JEWELS MEDICAL SPA,CÓRDOBA,50140912333475,VILLA CARLOS PAZ,PUNILLA,5152
RESIDENCIA PRIVADA EL JARDIN,CÓRDOBA,15140142333480,CORDOBA,CAPITAL,5000
PUESTO SANITARIO LILEO (POR REMEDIAR),NEUQUÉN,50580772167450,ANDACOLLO,MINAS,8353
PUESTO SANITARIO LOS CHACAYES (POR REMEDIAR),NEUQUÉN,50580772167451,ANDACOLLO,MINAS,8353
PUESTO SANITARIO TIERRAS BLANCAS (POR REMEDIAR),NEUQUÉN,50580772167453,ANDACOLLO,MINAS,8353
PEM PAKTON EMERGENCIAS MEDICAS,CÓRDOBA,53140912333534,CAPILLA DEL MONTE,PUNILLA,5184
INSTITUTO GINECOLOGICO MATERNO INFANTIL PRIVADO S.R.L,CÓRDOBA,50140912333536,VILLA CARLOS PAZ,PUNILLA,5152
CENTRO DE JUBILADOS Y PENSIONADOS DE CENTENARIO,NEUQUÉN,50580352867458,CENTENARIO,CONFLUENCIA,8309
SERVICIO DE TRASLADO DE PACIENTES CRONICOS - TRANSPORTE PRIVADO GS,CÓRDOBA,53140142333561,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PUNTO CARDINAL,CÓRDOBA,53140142333563,CORDOBA,CAPITAL,5000
CENTRO MEDICO Y ESTETICO PRIVADO GENO,CÓRDOBA,50140142333571,CORDOBA,CAPITAL,5000
CENTRO DE NEUROREHABILITACION MI CASA QUINTA S.R.L,CÓRDOBA,50140142333574,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALIANZA SALUD,CÓRDOBA,53140142333603,CORDOBA,CAPITAL,5000
CENTRO PRIVADO DE CIRUGIA OCULAR,CÓRDOBA,50141402333619,SAN FRANCISCO,SAN JUSTO,2400
PUESTO SANITARIO GUAÑACOS (POR REMEDIAR),NEUQUÉN,50580772167448,ANDACOLLO,MINAS,8353
PUESTO SANITARIO LOS CARRIZOS (POR REMEDIAR),NEUQUÉN,50580772167449,ANDACOLLO,MINAS,8353
CENTRO MEDICO INTEGRAL DE SALUD OCUPACIONAL Y MEDICINA LEGAL,CÓRDOBA,50140982333595,RIO CUARTO,RÍO CUARTO,5800
LABORATORIO DE ANALISIS CLINICOS (GHIGGERI),CHACO,53221402326804,BARRANQUERAS,SAN FERNANDO,3503
FUNDACION CREER ES CREAR,BUENOS AIRES,52060582307526,QUILMES,QUILMES,1878
EYE LASER CENTER S.R.L,CÓRDOBA,50140142333697,CORDOBA,CAPITAL,5000
CENTRO DE REHABILITACION WATERLIFE.-,MENDOZA,52500072358916,5A. SECCION,CAPITAL,5500
CENTRO ODONTOLOGICO PALPALA,JUJUY,50380422350535,RIO BLANCO,PALPALÁ ,4612
FLAVIA PATERNI,SAN LUIS,50740492380334,CARPINTERIA,JUNÍN,5883
GERIATRICO MUNICIPAL DE CINTRA,CÓRDOBA,15141822233700,CINTRA,UNIÓN,2559
INTERIOR DIALISIS S H,CATAMARCA,52100212324586,ANDALGALA,ANDALGALÁ,4740
CENTRO EDUCATIVO TERAPEUTICO JORGE BONINO,CÓRDOBA,50140142333290,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO MAURI TOURS,CÓRDOBA,53140142333315,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO STP,CÓRDOBA,53140142333696,CORDOBA,CAPITAL,5000
SERVICIO DE EMERGENCIAS Y URGENCIAS MEDICAS SIEMPRE S.R.L.,ENTRE RÍOS,52300282342682,CHAJARI,FEDERACIÓN,3228
CEPRINES S.R.L - CENTRO PRIVADO DE ASISTENCIA Y REHABILITACION PARA NIÑOS CON NECESIDADES ESPECIALES,CÓRDOBA,50140142333612,CORDOBA,CAPITAL,5000
MEDICAL HAIR ACOYTE,CABA,50020012317650,CABALLITO,COMUNA 6,1405
CENTRO DE SALUD N° 64 - BARRIO BIALET MASSE,CÓRDOBA,50140142233675,CORDOBA,CAPITAL,5000
CIC CAMPO AFUERA (EX FRANCISCO GIULANO),SAN JUAN,50700072277541,CAMPO AFUERA,ALBARDÓN,5419
NUEVO SOL CENTRO DE DIA.-,MENDOZA,50500142358927,GENERAL ALVEAR (EST.COLONIA ALVEAR NORTE),GENERAL ALVEAR,5620
HOGAR DE ANCIANOS MUNICIPAL DE CAMILO ALDAO,CÓRDOBA,15140632233735,CAMILO ALDAO,MARCOS JUÁREZ,2585
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PUNTUAL TRANSPORTE,CÓRDOBA,53140142333885,CORDOBA,CAPITAL,5000
CENTRO DE ATENCION INTEGRAL DE LA FAMILIA,RÍO NEGRO,50620422370498,CINCO SALTOS,GENERAL ROCA,8303
GERIATRICO HOGAR DE ANCIANOS DON UVA,ENTRE RÍOS,15300842342650,PARANA,PARANÁ,3100
CENTRO DE REHABILITACION SIERRAS CHICAS,CÓRDOBA,50140212133404,UNQUILLO,COLÓN,5109
CENTRO DE REHABILITACION HOSPITAL PEDIATRICO DEL NIÑO JESUS,CÓRDOBA,50140142133406,CORDOBA,CAPITAL,5000
CENTRO DE REHABILITACION HOSPITAL J. B. ITURRASPE,CÓRDOBA,50141402133407,SAN FRANCISCO,SAN JUSTO,2400
RESIDENCIA GERIATRICA MUNICIPAL EVA PERON,CÓRDOBA,15141192233419,MANFREDI,RÍO SEGUNDO,5988
POLICLINICA S.T.I.A MONTE GRANDE,BUENOS AIRES,50062603007492,MONTE GRANDE,ESTEBAN ECHEVERRÍA,1842
CENTRO MUTUAL DE JUBILADOS Y PENSIONADOS DE LAS MUNICIPALIDADES DE LA PROVINCIA DE CORDOBA,CÓRDOBA,50140142333443,CORDOBA,CAPITAL,5000
CONSULTORIOS MEDICOS RIVEROS,SAN JUAN,50700282377538,SAN JUAN,CAPITAL,5400
RESIDENCIA GERIATRICA LUZ Y AZUL,CÓRDOBA,15140142333478,CORDOBA,CAPITAL,5000
ENTIDAD DE JUBILADO Y PENSIONADO DE PARQUE MONTECRISTO,CÓRDOBA,50140142333564,CORDOBA,CAPITAL,5000
CENTRO NEFROLOGICO DIAVERUM ARGENTINA S.A. SEDE CORDOBA,CÓRDOBA,52140142333604,CORDOBA,CAPITAL,5000
C.A.P.S. 011 BARRIO SANTA ELVIRA.-,MENDOZA,50500282158908,DORREGO,GUAYMALLÉN,5519
CENTRO DE SALUD HOLISTICA AMATREYA - SERVICIO DE MEDICINA DEL TRABAJO S.R.L,CÓRDOBA,50140982333637,RIO CUARTO,RÍO CUARTO,5800
UPAS N° 9 - BARRIO PARQUE FUTURA,CÓRDOBA,50140142233672,CORDOBA,CAPITAL,5000
INOVA DIAGNOSTICO POR IMAGENES,BUENOS AIRES,50060562307533,BAHIA BLANCA,BAHÍA BLANCA,8000
CENTRO  DE ENDOCRINOLOGIA CLINICA,TUCUMÁN,50900842397018,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE INVESTIGACION Y REHABILITACION - PROTECCION AL MOGOLICO - IRAM,CÓRDOBA,50140142333715,CORDOBA,CAPITAL,5000
CENTRO ODONTOLOGICO ODONTOSEC S.A.,CABA,50020012317778,VELEZ SARSFIELD,COMUNA 10,C1407KTB
C.P.A. - CONSULTORIO MEDICO DERMATOLOGICO  (DRA STELLA MARIS MARQUEZ),SANTA CRUZ,50780212383305,RIO GALLEGOS,GÜER AIKE,9400
CONSULTORIOS ODONTOLOGICOS MK,NEUQUÉN,50580352367437,NEUQUEN,CONFLUENCIA,8300
CENTRO MODELO DE CARDIOLOGIA INFANTIL,JUJUY,50380212350532,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
GERIATRICO VIRGEN DEL VALLE,SAN JUAN,15700282377543,SAN JUAN,CAPITAL,5400
CENTRO ODONTOLOGICO MARCOS PAZ,TUCUMÁN,50900842397008,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE TRANSPLANTE TUCUMAN S.R.L,TUCUMÁN,50900842397012,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
HOGAR DE ANCIANOS MUNICIPAL PARA LA SANA ESTADIA ROBERTO VELO IPOLA,CÓRDOBA,15140422233701,VILLA MARIA,GENERAL SAN MARTÍN,5900
POSTA SANITARIA SAN FRANCISCO,SANTA FE,50820492186539,RECONQUISTA,GENERAL OBLIGADO,3567
GABINETE DE ENFERMERIA CUIDAR,CATAMARCA,53100492324582,CAPITAL,CAPITAL,4700
INSTITUTO DEL DIAGNOSTICO,CATAMARCA,50100492324583,CAPITAL,CAPITAL,4700
CENTRO DE INTEGRACION ESCOLAR INTERDICIPLINARIO SEMILLAS,CÓRDOBA,50140142333531,CORDOBA,CAPITAL,5000
CENTRO DE PSICOTERAPIA PUERTA VERDE,CÓRDOBA,50140142333568,CORDOBA,CAPITAL,5000
BEAUTY BODY SPA URBANO,CÓRDOBA,50140142333570,CORDOBA,CAPITAL,5000
SAN FRANCISCO DE ASIS DE LA BUENA CAUSA - CENTRO EDUCATIVO TERAPEUTICO,CÓRDOBA,50140912333594,VILLA CARLOS PAZ,PUNILLA,5152
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PENIEL,CÓRDOBA,53140142333601,CORDOBA,CAPITAL,5000
CENTRO PRIVADO CORPUS,CÓRDOBA,50140632333617,CAMILO ALDAO,MARCOS JUÁREZ,2585
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO,CÓRDOBA,53140142333649,CORDOBA,CAPITAL,5000
TRASLADOS TERRESTRES PROGRAMADOS EMPRESA SANTA LUCIA,ENTRE RÍOS,53300912342679,ROSARIO DEL TALA,TALA,3174
VACUNATORIO HOSPITAL INFANTIL,CÓRDOBA,53140142233285,CORDOBA,CAPITAL,5000
SANATORIO DE LA CAÑADA -VILLA MARIA,CÓRDOBA,10140422333292,VILLA MARIA,GENERAL SAN MARTÍN,5900
CENTRO DE SALUD MALAGUEÑO,CÓRDOBA,50141472333294,MALAGUEÑO,SANTA MARÍA,5101
CENTRO DE ESPECIALIDADES MEDICAS PUNILLA,CÓRDOBA,50140912333295,VILLA CARLOS PAZ,PUNILLA,5152
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO MANA,CÓRDOBA,53140142333339,CORDOBA,CAPITAL,5000
CENTRO DE DIAGNOSTICO PRIVADO DIMECO SALUD S.R.L,CÓRDOBA,50141822333342,BELL VILLE,UNIÓN,2550
CENTRO DE DIALISIS DIAVERUM ARGENTINA S.A.,JUJUY,52380212350513,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
INSTITUTO DE CARDIOLOGIA LA PLATA,BUENOS AIRES,50064412307511,LA PLATA,LA PLATA,1900
MIRELLA CENTRO DE ESTETICA,CÓRDOBA,50140142333497,CORDOBA,CAPITAL,5000
HOGAR DE ANCIANOS DEL HOSPITAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN,BUENOS AIRES,15063922207514,GENERAL VILLEGAS (EST. VILLEGAS),GENERAL VILLEGAS,6230
PUESTO SANITARIO LIMAY CENTRO (POR REMEDIAR),NEUQUÉN,50580982167445,PICUN LEUFU,PICÚN LEUFÚ,8353
DISPENSARIO COMUNAL COLONIA ITURRASPE,CÓRDOBA,50141402233625,COLONIA ITURRASPE,SAN JUSTO,2413
SERVICIO DE TRASLADO SOCIAL TRASLADOS,CÓRDOBA,53140632333630,CORRAL DE BUSTOS,MARCOS JUÁREZ,2645
BRISOLI CENTRO MEDICO.-,MENDOZA,50500072358913,3A. SECCION,CAPITAL,5500
CLINICA MOCONA,MISIONES,50541122365657,SAN PEDRO,SAN PEDRO,3364
GERIATRICO MONSEÑOR HERMINIO BIDAL,ENTRE RÍOS,15300842342689,HASENKAMP,PARANÁ,3134
CENTRO DE REHABILITACION FISICA,TUCUMÁN,52900842397017,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
GERIATRICO MUNICIPAL RESIDENCIA PARA LA TERCERA EDAD SAN JUAN DE DIOS,CÓRDOBA,15141822233330,CANALS,UNIÓN,2650
CLINICA SAN PABLO,CHUBUT,14260772329392,TRELEW,RAWSON,9100
CENTRO MEDICO CENTRO DE ATENCION AMBULATORIA O.S.E.C.A.C.,ENTRE RÍOS,50300152742654,CONCORDIA,CONCORDIA,3200
CONSULTORIO MEDICO SISTEMA DE EVALUACIONES PSICOFISICAS,ENTRE RÍOS,50300843042660,PARANA,PARANÁ,3100
HOGAR DE ANCIANOS MI HOGAR,CÓRDOBA,15140352233420,HIPOLITO BOUCHARD,GENERAL ROCA,6225
PUESTO ALTO CALILEGUA (11),JUJUY,50381052150511,VALLE GRANDE,VALLE GRANDE,4513
UPAS N° 36 - BARRIO CABILDO,CÓRDOBA,50140142233662,CORDOBA,CAPITAL,5000
CENTRO DE INTEGRACION CREANDO S.H,CÓRDOBA,50140142333687,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DAR,CÓRDOBA,53140142333694,CORDOBA,CAPITAL,5000
CENTRO INTERDISCIPLINARIO DE REHABILITACION,SAN LUIS,52740352380344,VILLA MERCEDES,GENERAL PEDERNERA,5730
TUNUYAN VACUNATORIO ZONAL.-,MENDOZA,53501192158919,TUNUYAN,TUNUYÁN,5560
